song id,song title,release date,video release date,IMDb URL,unknown,Pop,Rock,HipHop,Rap,Electronic,Country,Dance,Jazz,Blues,Reggae,Classical,R&B,Funk,Metal,Indie,Soul,WorldMusic,Western
33,The Emperor Falls,1-Jan-95,,http://us.imdb.com/M/title-exact?Desperado%20(1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
34,Best of The Shangri-Las,1-Jan-95,,"http://us.imdb.com/M/title-exact?Doom%20Generation,%20The%20(1995)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35,20 Of Her Best,1-Jan-95,,http://us.imdb.com/M/title-exact?Free%20Willy%202:%20The%20Adventure%20Home%20(1995),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,Who Is Mike Jones?,1-Jan-95,,http://us.imdb.com/M/title-exact?Mad%20Love%20(1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
37,Tibiri Tabara,1-Jan-94,,http://us.imdb.com/M/title-exact?Nadja%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,Piouhgd + Widowermaker!,1-Jan-95,,"http://us.imdb.com/M/title-exact?Net,%20The%20(1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
39,Profities,1-Jan-95,,http://us.imdb.com/M/title-exact?Strange%20Days%20(1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
40,Cracks,1-Jan-95,,"http://us.imdb.com/M/title-exact?To%20Wong%20Foo,%20Thanks%20for%20Everything!%20Julie%20Newmar%20(1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,Pieces Of Time,1-Jan-95,,http://us.imdb.com/M/title-exact?Billy%20Madison%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
42,The Palest Grey,1-Jan-94,,http://us.imdb.com/M/title-exact?Clerks%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43,A Match & Some Gasoline,1-Jan-94,,http://us.imdb.com/M/title-exact?Disclosure%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
44,"Jump Back - The Best Of The Rolling Stones_ '71-'93""""",1-Jan-94,,http://us.imdb.com/M/title-exact?Dolores%20Claiborne%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,Lo Mejor con La Orq. Broadway,1-Jan-94,,http://us.imdb.com/M/title-exact?Yinshi%20Nan%20Nu%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46,Grown Man,1-Jan-94,,http://us.imdb.com/M/title-exact?Exotica%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
47,A Bothered Mind,1-Jan-94,,http://us.imdb.com/M/title-exact?Ed%20Wood%20(1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
48,Greatest Hits,1-Jan-94,,http://us.imdb.com/M/title-exact?Hoop%20Dreams%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,Bluesman,1-Jan-94,,http://us.imdb.com/M/title-exact?I.Q.%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,Etiquette,1-Jan-77,,http://us.imdb.com/M/title-exact?Star%20Wars%20(1977),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
51,Ec8or,1-Jan-94,,http://us.imdb.com/M/title-exact?Legends%20of%20the%20Fall%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
52,Too Much Too Soon,1-Jan-94,,"http://us.imdb.com/M/title-exact?Madness%20of%20King%20George,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,Bossa Nova Stories,1-Jan-94,,http://us.imdb.com/M/title-exact?Natural%20Born%20Killers%20(1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
54,Love_ Peace & Nappiness,1-Jan-95,,http://us.imdb.com/M/title-exact?Outbreak%20(1995),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
55,Germicide,1-Jan-94,,http://us.imdb.com/Title?L%E9on+(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
56,Mafu\xc3\xa1,1-Jan-94,,http://us.imdb.com/M/title-exact?Pulp%20Fiction%20(1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
57,The Road To Hell Part 2,1-Jan-94,,http://us.imdb.com/M/title-exact?Priest%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,Vanguard Visionaries,1-Jan-94,,http://us.imdb.com/M/title-exact?Quiz%20Show%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
59,Be Yourself Tonight,1-Jan-94,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Czerwony%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60,Hometown 2001,1-Jan-93,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Niebieski%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
61,Eat / Kiss: Music For The Films By Andy Warhol,1-Jan-94,,http://us.imdb.com/M/title-exact?Trzy%20kolory:%20Bialy%20(1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,The Ultimate Most Relaxing New Age Piano in the Universe,1-Jan-94,,http://us.imdb.com/M/title-exact?Stargate%20(1994),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
63,Classic Gold: Best of All,1-Jan-94,,"http://us.imdb.com/M/title-exact?Santa%20Clause,%20The%20(1994)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,The Berzerker,1-Jan-94,,"http://us.imdb.com/M/title-exact?Shawshank%20Redemption,%20The%20(1994)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
65,Holy Roller Novocaine,1-Jan-93,,http://us.imdb.com/M/title-exact?What's%20Eating%20Gilbert%20Grape%20(1993),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
66,Jeux de dames_ vol. 1 (r\xc3\xa9alisation Ronald Rubinel),1-Jan-95,,http://us.imdb.com/M/title-exact?While%20You%20Were%20Sleeping%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
67,I Will Love Again,1-Jan-94,,http://us.imdb.com/M/title-exact?Ace%20Ventura:%20Pet%20Detective%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,White Trash ......,1-Jan-94,,"http://us.imdb.com/M/title-exact?Crow,%20The%20(1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
69,Murskapunkkia,1-Jan-94,,http://us.imdb.com/M/title-exact?Forrest%20Gump%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
70,Canci\xc3\xb3n Animal,1-Jan-94,,http://us.imdb.com/M/title-exact?Four%20Weddings%20and%20a%20Funeral%20(1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,The Man from Snowy River,1-Jan-94,,"http://us.imdb.com/M/title-exact?Lion%20King,%20The%20(1994)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72,One World One People,1-Jan-94,,"http://us.imdb.com/M/title-exact?Mask,%20The%20(1994)",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
73,Tales Of Wonder,1-Jan-94,,http://us.imdb.com/M/title-exact?Maverick%20(1994),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
74,Waterbed Hev,1-Jan-65,,http://us.imdb.com/M/title-exact?Faster%20Pussycat!%20Kill!%20Kill!%20(1965),0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
75,The Best Of Both Worlds,1-Jan-94,,http://us.imdb.com/M/title-exact?Brother%20Minister:%20The%20Assassination%20of%20Malcolm%20X%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
76,Total Workout Running 102 - 135 - 84bpm Ideal For Jogging_ Running_ Treadmill & General Fitness,1-Jan-93,,http://us.imdb.com/M/title-exact?Carlito's%20Way%20(1993),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
77,Things Falling Apart,1-Jan-93,,"http://us.imdb.com/M/title-exact?Firm,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
78,Your Funeral... My Trial (2009 Digital Remaster),1-Jan-93,,http://us.imdb.com/M/title-exact?Free%20Willy%20(1993),0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,Oasis of Love,1-Jan-93,,"http://us.imdb.com/M/title-exact?Fugitive,%20The%20(1993)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
80,"60's Triple set""""",1-Jan-93,,http://us.imdb.com/M/title-exact?Hot%20Shots!%20Part%20Deux%20(1993),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
81,Yeah.  Well_ Anyway....,1-Jan-94,,"http://us.imdb.com/M/title-exact?Hudsucker%20Proxy,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
82,Un Titre de Toune,1-Jan-93,,http://us.imdb.com/M/title-exact?Jurassic%20Park%20(1993),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
83,Live Inferno,1-Jan-93,,http://us.imdb.com/M/title-exact?Much%20Ado%20About%20Nothing%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
84,Vendredi 13 - 1981,1-Jan-94,,http://us.imdb.com/M/title-exact?Robert%20A.%20Heinlein's%20The%20Puppet%20Masters%20(1994),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
85,Unconditional Love,1-Jan-94,,"http://us.imdb.com/M/title-exact?Ref,%20The%20(1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,The Very Best Of,1-Jan-93,,"http://us.imdb.com/M/title-exact?Remains%20of%20the%20Day,%20The%20(1993)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,Country Lovers. Vol. 3,1-Jan-93,,http://us.imdb.com/M/title-exact?Searching%20for%20Bobby%20Fischer%20(1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,Affirmation,1-Jan-93,,http://us.imdb.com/M/title-exact?Sleepless%20in%20Seattle%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89,Lullabies To Paralyze,1-Jan-82,,http://us.imdb.com/M/title-exact?Blade%20Runner%20(1982),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
90,"It's War Again""""",1-Jan-93,,http://us.imdb.com/M/title-exact?So%20I%20Married%20an%20Axe%20Murderer%20(1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
91,The Singles,1-Jan-93,,"http://us.imdb.com/M/title-exact?Nightmare%20Before%20Christmas,%20The%20(1993)",0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
92,What You Thought You Heard,1-Jan-93,,http://us.imdb.com/M/title-exact?True%20Romance%20(1993),0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
93,"Daddy Don't Disco""""",24-May-96,,http://us.imdb.com/Title?Welcome+to+the+Dollhouse+(1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,15 Exitos Vol. 2 Flor Silvestre,1-Jan-90,,http://us.imdb.com/M/title-exact?Home%20Alone%20(1990),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95,Le top du p\xc3\xa8re N\xc3\xb6el,1-Jan-92,,http://us.imdb.com/M/title-exact?Aladdin%20(1992),0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
96,Malpractice,1-Jan-91,,http://us.imdb.com/M/title-exact?Terminator%202:%20Judgment%20Day%20(1991),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
97,20 Suosikkia / Rilluttele y\xc3\xb6,1-Jan-90,,http://us.imdb.com/M/title-exact?Dances%20with%20Wolves%20(1990),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
98,The Fabulous Eddie Cantor,1-Jan-91,,"http://us.imdb.com/M/title-exact?Silence%20of%20the%20Lambs,%20The%20(1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
99,Grim Prospects Remixes - Grim Prospects Will Never End,1-Jan-37,,http://us.imdb.com/M/title-exact?Snow%20White%20and%20the%20Seven%20Dwarfs%20(1937),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
100,The Incredible Kai Winding Trombones,14-Feb-97,,http://us.imdb.com/M/title-exact?Fargo%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
101,Staying on the Watch,8-Mar-81,,http://us.imdb.com/M/title-exact?Heavy%20Metal%20(1981),0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
102,Openbare Weg,1-Jan-70,,"http://us.imdb.com/M/title-exact?Aristocats,%20The%20(1970)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,Tip World Singles 2000,29-Mar-96,,http://us.imdb.com/M/title-exact?All%20Dogs%20Go%20to%20Heaven%202%20(1996),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
104,Praise Him...Live!,29-Mar-96,,http://us.imdb.com/M/title-exact?Theodore%20Rex%20(1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,Spontanous Combustion,29-Mar-96,,http://us.imdb.com/M/title-exact?Sgt.%20Bilko%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106,From All Sides,1-Jan-96,,http://us.imdb.com/M/title-exact?Diabolique%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
107,Maurice Chevalier  The Essential Collection Vol 1,14-Jun-96,,http://us.imdb.com/M/title-exact?Moll%20Flanders%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
108,Dave Pearce Best of the Dance Years 1988 - 1992,12-Apr-96,,http://us.imdb.com/M/title-exact?Kids%20in%20the%20Hall:%20Brain%20Candy%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
109,The Equinox,19-Apr-96,,http://us.imdb.com/M/title-exact?Mystery%20Science%20Theater%203000:%20The%20Movie%20(1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
110,Timeless,1-Jan-95,,http://us.imdb.com/M/title-exact?Operation%20Dumbo%20Drop%20(1995),0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
111,Feel Good All Over: Anthology 1970-1976,26-Apr-96,,"http://us.imdb.com/M/title-exact?Truth%20About%20Cats%20&%20Dogs,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
112,13th And Pine,10-May-96,,http://us.imdb.com/M/title-exact?Flipper%20(1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,Call Tyrone,19-Apr-96,,"http://us.imdb.com/M/title-exact?Hussard%20sur%20le%20toit,%20Le%20(1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
114,Final Vinyl,5-Apr-96,,http://us.imdb.com/Title?Wallace+%26+Gromit%3A+The+Best+of+Aardman+Animation+(1996),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,Fifteen Poems By Dylan Thomas,26-Apr-96,,"http://us.imdb.com/Title?Haunted+World+of+Edward+D.+Wood+Jr.,+The+(1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,The Early Tapes 1975-1976,23-Apr-96,,http://us.imdb.com/M/title-exact?Cold%20Comfort%20Farm%20(1995)%20(TV),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
117,Legacy,7-Jun-96,,"http://us.imdb.com/M/title-exact?Rock,%20The%20(1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
118,Louie Bluie Film Soundtrack,10-May-96,,http://us.imdb.com/M/title-exact?Twister%20(1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
119,Donny Hathaway,1-Jan-94,,http://us.imdb.com/M/title-exact?Maya%20Lin:%20A%20Strong%20Clear%20Vision%20(1994),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,Canciones De Amor De Miguel Gallardo,28-Jun-96,,http://us.imdb.com/M/title-exact?Striptease%20(1996),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
121,Irfan_ le h\xc3\xa9ros,3-Jul-96,,http://us.imdb.com/M/title-exact?Independence%20Day%20(1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
122,What up Detroit,14-Jun-96,,"http://us.imdb.com/M/title-exact?Cable%20Guy,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
123,Peterbilt Angel,19-Jul-96,,"http://us.imdb.com/M/title-exact?Frighteners,%20The%20(1996)",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124,Homemade Ice-Cream,21-Jun-96,,http://us.imdb.com/M/title-exact?Lone%20Star%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
125,White Feather,29-Jun-96,,http://us.imdb.com/M/title-exact?Phenomenon%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
126,Can We Go Home Now,6-Sep-96,,"http://us.imdb.com/M/title-exact?Spitfire%20Grill,%20The%20(1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,In North Carolina,1-Jan-72,,"http://us.imdb.com/M/title-exact?Godfather,%20The%20(1972)",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
128,Wintertime,26-Jul-96,,http://us.imdb.com/M/title-exact?Police%20Story%20III:%20Supercop%20(1992),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
129,Electropop,4-Oct-96,,http://us.imdb.com/M/title-exact?Bound%20(1996),0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
130,DUMB: 4-track cassette recordings (1987),16-Aug-96,,http://us.imdb.com/M/title-exact?Kansas%20City%20(1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
131,The Hit List,1-Jan-61,,http://us.imdb.com/M/title-exact?Breakfast%20at%20Tiffany's%20(1961),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,Underneath,1-Jan-39,,"http://us.imdb.com/M/title-exact?Wizard%20of%20Oz,%20The%20(1939)",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
133,99 Monkeys,1-Jan-39,,http://us.imdb.com/M/title-exact?Gone%20with%20the%20Wind%20(1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
134,Nothing Else Matters,1-Jan-41,,http://us.imdb.com/M/title-exact?Citizen%20Kane%20(1941),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,A Tribute to The American Horse,1-Jan-68,,http://us.imdb.com/M/title-exact?2001:%20A%20Space%20Odyssey%20(1968),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
136,Mis Momentos,1-Jan-39,,http://us.imdb.com/M/title-exact?Mr.%20Smith%20Goes%20to%20Washington%20(1939),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,Mish Mash_ Le Blues European: Musique Slave Et Klezmer,20-Sep-96,,http://us.imdb.com/M/title-exact?Big%20Night%20(1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
138,In this Life,4-Oct-96,,http://us.imdb.com/M/title-exact?D3:%20The%20Mighty%20Ducks%20(1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Best Of Maxi Priest,1-Jan-69,,"http://us.imdb.com/M/title-exact?Love%20Bug,%20The%20(1969)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Signify (Special Edition),1-Jan-93,,http://us.imdb.com/M/title-exact?Homeward%20Bound:%20The%20Incredible%20Journey%20(1993),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Bravo Alayki Rare recording,1-Jan-54,,"http://us.imdb.com/M/title-exact?20,000%20Leagues%20Under%20the%20Sea%20(1954)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
142,In Your Honor,1-Jan-71,,http://us.imdb.com/M/title-exact?Bedknobs%20and%20Broomsticks%20(1971),0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,Essential R&B Hit Selection,1-Jan-65,,"http://us.imdb.com/M/title-exact?Sound%20of%20Music,%20The%20(1965)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
